# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "genomic.gff" "-o" "counts.txt" "-t" "gene" "-g" "ID" "-p" "-B" "SRR22805709.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR22805709.sorted.bam
gene-T240_RS0117890	NZ_AXNK01000063.1	197471	199519	-	2049	4124
gene-T240_RS0117895	NZ_AXNK01000063.1	199839	200456	+	618	753
gene-T240_RS0117900	NZ_AXNK01000063.1	200542	201090	-	549	5452
gene-T240_RS0117905	NZ_AXNK01000063.1	201362	202486	+	1125	2989
gene-T240_RS0117910	NZ_AXNK01000063.1	202840	204207	+	1368	342
gene-T240_RS0117915	NZ_AXNK01000063.1	204437	205027	+	591	382
gene-T240_RS0117920	NZ_AXNK01000063.1	205027	206880	+	1854	901
gene-T240_RS0117925	NZ_AXNK01000063.1	207035	207391	-	357	361
gene-T240_RS0117930	NZ_AXNK01000063.1	207967	209199	+	1233	563
gene-T240_RS0117935	NZ_AXNK01000063.1	209267	210904	+	1638	628
gene-T240_RS0117940	NZ_AXNK01000063.1	210901	212028	-	1128	1505
gene-T240_RS0117945	NZ_AXNK01000063.1	212038	213360	-	1323	88
gene-T240_RS0117950	NZ_AXNK01000063.1	213739	214722	+	984	3138
gene-T240_RS0117955	NZ_AXNK01000063.1	214900	215547	+	648	48
gene-T240_RS0117960	NZ_AXNK01000063.1	215563	215898	+	336	17
gene-T240_RS0117965	NZ_AXNK01000063.1	216033	216932	-	900	532
gene-T240_RS0117970	NZ_AXNK01000063.1	216942	217847	-	906	1999
gene-T240_RS0117975	NZ_AXNK01000063.1	218021	218446	-	426	68
gene-T240_RS0117980	NZ_AXNK01000063.1	218496	219812	-	1317	272
gene-T240_RS0117985	NZ_AXNK01000063.1	219809	221539	-	1731	266
gene-T240_RS0117990	NZ_AXNK01000063.1	221532	222602	-	1071	296
gene-T240_RS0117995	NZ_AXNK01000063.1	222595	223173	-	579	181
gene-T240_RS0118000	NZ_AXNK01000063.1	223174	224136	-	963	655
gene-T240_RS0118005	NZ_AXNK01000063.1	224149	225132	-	984	1255
gene-T240_RS0118010	NZ_AXNK01000063.1	225218	226519	-	1302	248
gene-T240_RS0118015	NZ_AXNK01000063.1	226634	228160	-	1527	253
gene-T240_RS0118020	NZ_AXNK01000063.1	228302	229159	+	858	231
gene-T240_RS0118025	NZ_AXNK01000063.1	229146	231461	-	2316	346
gene-T240_RS0118030	NZ_AXNK01000063.1	231621	233168	-	1548	31854
gene-T240_RS0118035	NZ_AXNK01000063.1	233478	234992	-	1515	104
gene-T240_RS0118045	NZ_AXNK01000063.1	235284	235670	+	387	91
gene-T240_RS0118050	NZ_AXNK01000063.1	235760	238114	+	2355	2052
gene-T240_RS0118055	NZ_AXNK01000063.1	238133	238324	+	192	44
gene-T240_RS0118060	NZ_AXNK01000063.1	238393	241359	-	2967	949
gene-T240_RS0118065	NZ_AXNK01000063.1	241403	242452	+	1050	1855
gene-T240_RS0118070	NZ_AXNK01000063.1	242516	242971	+	456	429
gene-T240_RS0118075	NZ_AXNK01000063.1	243050	245119	-	2070	2097
gene-T240_RS0118080	NZ_AXNK01000063.1	245577	247730	+	2154	1968
gene-T240_RS23985	NZ_AXNK01000063.1	247983	248180	+	198	1216
gene-T240_RS0118090	NZ_AXNK01000063.1	248262	248561	+	300	1822
gene-T240_RS0118100	NZ_AXNK01000064.1	7	122	-	116	0
gene-T240_RS0118105	NZ_AXNK01000064.1	214	2929	-	2716	59
gene-T240_RS0118125	NZ_AXNK01000065.1	1246	1629	+	384	591
gene-T240_RS0118130	NZ_AXNK01000065.1	1958	3898	+	1941	2093
gene-T240_RS0118135	NZ_AXNK01000065.1	3898	5232	+	1335	407
gene-T240_RS0118140	NZ_AXNK01000065.1	5222	6004	+	783	27
gene-T240_RS0118145	NZ_AXNK01000065.1	6084	6287	+	204	6
gene-T240_RS0118150	NZ_AXNK01000065.1	6293	7060	+	768	68
gene-T240_RS0118155	NZ_AXNK01000065.1	7076	8203	+	1128	110
gene-T240_RS0118160	NZ_AXNK01000065.1	8386	10176	-	1791	5615
gene-T240_RS0118165	NZ_AXNK01000065.1	10378	11319	-	942	943
gene-T240_RS0118170	NZ_AXNK01000065.1	11426	12619	+	1194	5274
gene-T240_RS0118175	NZ_AXNK01000065.1	12711	12995	+	285	699
gene-T240_RS0118180	NZ_AXNK01000065.1	13025	13480	-	456	76
gene-T240_RS0118185	NZ_AXNK01000065.1	13491	14249	-	759	65
gene-T240_RS0118190	NZ_AXNK01000065.1	14246	15112	-	867	77
gene-T240_RS0118195	NZ_AXNK01000065.1	15197	15457	-	261	54
gene-T240_RS0118200	NZ_AXNK01000065.1	15739	17913	+	2175	4487
gene-T240_RS0118215	NZ_AXNK01000065.1	18714	20474	-	1761	649
gene-T240_RS0118220	NZ_AXNK01000065.1	20585	21244	-	660	4215
gene-T240_RS0118225	NZ_AXNK01000065.1	21336	22133	-	798	3863
gene-T240_RS0118230	NZ_AXNK01000065.1	22207	23121	-	915	782
gene-T240_RS0118235	NZ_AXNK01000065.1	23296	25131	+	1836	3472
gene-T240_RS0118240	NZ_AXNK01000065.1	25141	25446	+	306	13
gene-T240_RS0118245	NZ_AXNK01000065.1	25740	26408	+	669	221
gene-T240_RS0118250	NZ_AXNK01000065.1	26605	28098	-	1494	1929
gene-T240_RS0118255	NZ_AXNK01000065.1	28118	29431	-	1314	11273
gene-T240_RS0118260	NZ_AXNK01000065.1	29543	29869	+	327	9342
gene-T240_RS0118265	NZ_AXNK01000065.1	30066	31325	+	1260	24205
gene-T240_RS0118270	NZ_AXNK01000065.1	31433	32425	+	993	10445
gene-T240_RS0118275	NZ_AXNK01000065.1	32517	34370	+	1854	2148
gene-T240_RS0118280	NZ_AXNK01000065.1	34367	34636	+	270	115
gene-T240_RS0118285	NZ_AXNK01000065.1	34651	35364	+	714	938
gene-T240_RS0118320	NZ_AXNK01000070.1	1	831	-	831	324
gene-T240_RS0118325	NZ_AXNK01000070.1	1199	2512	+	1314	225
gene-T240_RS0118330	NZ_AXNK01000070.1	2518	3135	+	618	220
gene-T240_RS0118335	NZ_AXNK01000070.1	3464	5119	+	1656	5033
gene-T240_RS0118345	NZ_AXNK01000070.1	6064	8388	-	2325	1147
gene-T240_RS0118350	NZ_AXNK01000070.1	9055	9939	+	885	415
gene-T240_RS0118355	NZ_AXNK01000070.1	9993	10823	+	831	186
gene-T240_RS0118365	NZ_AXNK01000070.1	11230	12624	+	1395	74
gene-T240_RS0118370	NZ_AXNK01000070.1	12764	13372	+	609	98
gene-T240_RS0118375	NZ_AXNK01000070.1	13372	14874	+	1503	261
gene-T240_RS0118380	NZ_AXNK01000070.1	14881	16221	+	1341	141
gene-T240_RS0118385	NZ_AXNK01000070.1	16346	17581	+	1236	19
gene-T240_RS0118390	NZ_AXNK01000070.1	17936	19198	+	1263	431
gene-T240_RS0118395	NZ_AXNK01000070.1	19645	21207	+	1563	554
gene-T240_RS0118400	NZ_AXNK01000070.1	21217	22542	+	1326	611
gene-T240_RS0118405	NZ_AXNK01000070.1	22631	23725	-	1095	2955
gene-T240_RS0118410	NZ_AXNK01000070.1	23892	24326	+	435	492
gene-T240_RS0118415	NZ_AXNK01000070.1	24503	25663	+	1161	185
gene-T240_RS0118420	NZ_AXNK01000070.1	25717	26610	-	894	196
gene-T240_RS0118425	NZ_AXNK01000070.1	26701	28047	+	1347	260
gene-T240_RS0118430	NZ_AXNK01000070.1	28034	28429	-	396	194
gene-T240_RS0118435	NZ_AXNK01000070.1	28444	28953	-	510	214
gene-T240_RS0118440	NZ_AXNK01000070.1	29026	29208	+	183	3
gene-T240_RS0118445	NZ_AXNK01000070.1	29261	31438	-	2178	744
gene-T240_RS0118450	NZ_AXNK01000070.1	31529	32266	-	738	85
gene-T240_RS0118460	NZ_AXNK01000070.1	32685	34016	+	1332	610
gene-T240_RS0118465	NZ_AXNK01000070.1	34105	34593	-	489	610
gene-T240_RS0118470	NZ_AXNK01000070.1	34711	35151	+	441	202
gene-T240_RS0118475	NZ_AXNK01000070.1	35196	35954	-	759	72
gene-T240_RS0118480	NZ_AXNK01000070.1	36128	36976	-	849	535
gene-T240_RS0118485	NZ_AXNK01000070.1	37179	37502	-	324	24
gene-T240_RS0118490	NZ_AXNK01000070.1	37516	40080	-	2565	403
gene-T240_RS0118495	NZ_AXNK01000070.1	40520	40927	+	408	342
gene-T240_RS24005	NZ_AXNK01000070.1	41362	42996	+	1635	473
gene-T240_RS0118510	NZ_AXNK01000070.1	43075	44877	-	1803	524
gene-T240_RS0118515	NZ_AXNK01000070.1	45721	45794	-	74	2
gene-T240_RS0118520	NZ_AXNK01000070.1	45867	45953	-	87	206
gene-T240_RS0118525	NZ_AXNK01000070.1	46635	49259	+	2625	604
gene-T240_RS0118530	NZ_AXNK01000070.1	49369	52065	-	2697	382
gene-T240_RS0118535	NZ_AXNK01000070.1	52850	53638	-	789	939
gene-T240_RS0118540	NZ_AXNK01000070.1	54081	55013	+	933	947
gene-T240_RS0118545	NZ_AXNK01000070.1	55111	55899	+	789	266
gene-T240_RS0118550	NZ_AXNK01000070.1	55962	56216	-	255	72
gene-T240_RS0118555	NZ_AXNK01000070.1	56347	57870	-	1524	494
gene-T240_RS0118560	NZ_AXNK01000070.1	58205	58278	-	74	6
gene-T240_RS0118565	NZ_AXNK01000071.1	524	1093	-	570	320
gene-T240_RS27160	NZ_AXNK01000071.1	1563	2087	+	525	1171
gene-T240_RS24015	NZ_AXNK01000071.1	2376	2528	-	153	273
gene-T240_RS24020	NZ_AXNK01000071.1	2767	2952	-	186	129
gene-T240_RS27400	NZ_AXNK01000072.1	457	570	-	114	14
gene-T240_RS0118590	NZ_AXNK01000072.1	1094	2428	-	1335	2224
gene-T240_RS0118595	NZ_AXNK01000072.1	2620	6300	+	3681	3975
gene-T240_RS0118600	NZ_AXNK01000072.1	6424	7776	-	1353	5507
gene-T240_RS0118610	NZ_AXNK01000072.1	8384	9505	+	1122	10493
gene-T240_RS0118615	NZ_AXNK01000072.1	9635	11413	-	1779	635
gene-T240_RS0118620	NZ_AXNK01000072.1	11481	14303	-	2823	7832
gene-T240_RS0118625	NZ_AXNK01000072.1	14441	15313	-	873	5338
gene-T240_RS0118630	NZ_AXNK01000072.1	15571	16215	-	645	152
gene-T240_RS0118635	NZ_AXNK01000072.1	16494	17024	+	531	19725
gene-T240_RS0118640	NZ_AXNK01000072.1	17265	19274	+	2010	2237
gene-T240_RS0118645	NZ_AXNK01000072.1	19286	20731	+	1446	491
gene-T240_RS0118650	NZ_AXNK01000072.1	20728	21378	+	651	81
gene-T240_RS0118655	NZ_AXNK01000072.1	21371	21700	+	330	73
gene-T240_RS0118660	NZ_AXNK01000072.1	21721	23364	+	1644	453
gene-T240_RS0118665	NZ_AXNK01000072.1	23408	24253	+	846	71
gene-T240_RS0118670	NZ_AXNK01000072.1	24250	25326	+	1077	98
gene-T240_RS0118675	NZ_AXNK01000072.1	25323	27047	+	1725	458
gene-T240_RS0118680	NZ_AXNK01000072.1	27056	28279	+	1224	67
gene-T240_RS0118685	NZ_AXNK01000072.1	28283	28744	+	462	145
gene-T240_RS0118690	NZ_AXNK01000072.1	29039	29536	+	498	1881
gene-T240_RS0118695	NZ_AXNK01000072.1	29605	29838	+	234	52
gene-T240_RS0118700	NZ_AXNK01000072.1	29954	30439	+	486	874
gene-T240_RS0118705	NZ_AXNK01000072.1	30436	31002	+	567	320
gene-T240_RS0118710	NZ_AXNK01000072.1	31003	31716	+	714	258
gene-T240_RS0118715	NZ_AXNK01000072.1	31706	32140	+	435	153
gene-T240_RS0118720	NZ_AXNK01000072.1	32147	36508	+	4362	2474
gene-T240_RS0118725	NZ_AXNK01000072.1	36660	37703	+	1044	12926
gene-T240_RS0118730	NZ_AXNK01000072.1	37841	38737	+	897	713
gene-T240_RS0118735	NZ_AXNK01000072.1	38727	39215	+	489	175
gene-T240_RS0118740	NZ_AXNK01000072.1	39220	39789	+	570	1940
gene-T240_RS0118745	NZ_AXNK01000072.1	39808	41277	+	1470	3739
gene-T240_RS0118750	NZ_AXNK01000072.1	41289	45167	+	3879	1756
gene-T240_RS0118755	NZ_AXNK01000072.1	45202	46023	+	822	472
gene-T240_RS0118760	NZ_AXNK01000072.1	46035	47480	+	1446	946
gene-T240_RS0118765	NZ_AXNK01000072.1	47551	48927	-	1377	2544
gene-T240_RS0118770	NZ_AXNK01000072.1	49485	52394	+	2910	3891
gene-T240_RS0118775	NZ_AXNK01000072.1	52473	53738	-	1266	609
gene-T240_RS0118780	NZ_AXNK01000072.1	54067	54819	+	753	408
gene-T240_RS0118785	NZ_AXNK01000072.1	54854	55816	+	963	998
gene-T240_RS0118790	NZ_AXNK01000072.1	55889	56416	-	528	831
gene-T240_RS0118795	NZ_AXNK01000072.1	56527	57870	+	1344	3471
gene-T240_RS0118800	NZ_AXNK01000072.1	57947	59302	-	1356	1800
gene-T240_RS0118805	NZ_AXNK01000072.1	59522	59797	-	276	425
gene-T240_RS0118810	NZ_AXNK01000072.1	59800	60663	-	864	4524
gene-T240_RS0118815	NZ_AXNK01000072.1	60678	61124	-	447	3667
gene-T240_RS0118820	NZ_AXNK01000072.1	61127	61414	-	288	908
gene-T240_RS0118825	NZ_AXNK01000072.1	61439	62905	-	1467	13446
gene-T240_RS0118830	NZ_AXNK01000072.1	62956	63681	-	726	1977
gene-T240_RS0118835	NZ_AXNK01000072.1	63683	64177	-	495	773
gene-T240_RS0118840	NZ_AXNK01000072.1	64158	64721	-	564	1742
gene-T240_RS0118845	NZ_AXNK01000072.1	64812	65783	-	972	2275
gene-T240_RS0118850	NZ_AXNK01000072.1	65820	66785	-	966	3203
gene-T240_RS0118855	NZ_AXNK01000072.1	67174	67977	+	804	3395
gene-T240_RS0118860	NZ_AXNK01000072.1	67967	68758	+	792	730
gene-T240_RS0118865	NZ_AXNK01000072.1	68761	69249	+	489	1272
gene-T240_RS0118870	NZ_AXNK01000072.1	69252	69890	+	639	3627
gene-T240_RS0118875	NZ_AXNK01000072.1	69890	70210	+	321	1624
gene-T240_RS0118880	NZ_AXNK01000072.1	70214	70468	+	255	350
gene-T240_RS0118885	NZ_AXNK01000072.1	70478	71734	+	1257	2914
gene-T240_RS0118890	NZ_AXNK01000072.1	71890	72615	+	726	1012
gene-T240_RS0118895	NZ_AXNK01000072.1	72690	73079	-	390	526
gene-T240_RS0118900	NZ_AXNK01000072.1	73243	73704	-	462	2595
gene-T240_RS0118905	NZ_AXNK01000072.1	73720	74649	-	930	13585
gene-T240_RS25315	NZ_AXNK01000072.1	74739	74834	-	96	41
gene-T240_RS0118910	NZ_AXNK01000072.1	74926	75930	-	1005	27791
gene-T240_RS0118915	NZ_AXNK01000072.1	76086	77309	-	1224	940
gene-T240_RS0118920	NZ_AXNK01000072.1	77885	78298	+	414	677
gene-T240_RS0118925	NZ_AXNK01000072.1	78445	79245	+	801	1891
gene-T240_RS25325	NZ_AXNK01000072.1	79265	80170	-	906	714
gene-T240_RS0118935	NZ_AXNK01000072.1	80281	80685	-	405	108
gene-T240_RS0118940	NZ_AXNK01000072.1	80896	83754	-	2859	14854
gene-T240_RS0118945	NZ_AXNK01000072.1	83849	84298	-	450	414
gene-T240_RS0118950	NZ_AXNK01000072.1	84413	85921	-	1509	25845
gene-T240_RS0118955	NZ_AXNK01000072.1	86123	87223	+	1101	3123
gene-T240_RS0118960	NZ_AXNK01000072.1	87227	88297	+	1071	1383
gene-T240_RS0118965	NZ_AXNK01000072.1	88347	88826	-	480	544
gene-T240_RS0118970	NZ_AXNK01000072.1	89008	90276	-	1269	484
gene-T240_RS0118975	NZ_AXNK01000072.1	90580	91245	+	666	169
gene-T240_RS0118985	NZ_AXNK01000072.1	91437	91521	+	85	9
gene-T240_RS0118990	NZ_AXNK01000072.1	91822	93105	-	1284	657
gene-T240_RS0118995	NZ_AXNK01000072.1	93353	93658	+	306	9
gene-T240_RS0119000	NZ_AXNK01000072.1	93745	95079	+	1335	228
gene-T240_RS0119005	NZ_AXNK01000072.1	95129	95440	+	312	12
gene-T240_RS0119010	NZ_AXNK01000072.1	95451	96773	+	1323	99
gene-T240_RS0119015	NZ_AXNK01000072.1	96792	97547	+	756	1055
gene-T240_RS0119020	NZ_AXNK01000072.1	97653	98663	+	1011	1267
gene-T240_RS0119025	NZ_AXNK01000072.1	98812	100065	+	1254	1531
gene-T240_RS24030	NZ_AXNK01000073.1	1	264	-	264	44652
gene-T240_RS0119035	NZ_AXNK01000073.1	418	2517	-	2100	15538
gene-T240_RS0119040	NZ_AXNK01000073.1	2656	3126	-	471	5019
gene-T240_RS0119045	NZ_AXNK01000073.1	3228	3602	-	375	18352
gene-T240_RS0119050	NZ_AXNK01000073.1	3781	4056	-	276	144
gene-T240_RS0119055	NZ_AXNK01000073.1	4064	4420	-	357	347
gene-T240_RS0119060	NZ_AXNK01000073.1	4417	4812	-	396	871
gene-T240_RS0119065	NZ_AXNK01000073.1	4815	5531	-	717	3131
gene-T240_RS0119070	NZ_AXNK01000073.1	5675	6457	-	783	5640
gene-T240_RS0119075	NZ_AXNK01000073.1	6586	7572	+	987	1830
gene-T240_RS0119080	NZ_AXNK01000073.1	7569	7796	+	228	122
gene-T240_RS0119085	NZ_AXNK01000073.1	7884	8825	-	942	331
gene-T240_RS0119090	NZ_AXNK01000073.1	8957	9538	-	582	7648
gene-T240_RS0119095	NZ_AXNK01000073.1	9627	9827	-	201	299
gene-T240_RS0119100	NZ_AXNK01000073.1	9861	11657	-	1797	628
gene-T240_RS0119105	NZ_AXNK01000073.1	11641	12234	-	594	329
gene-T240_RS0119110	NZ_AXNK01000073.1	12402	14321	+	1920	4136
gene-T240_RS0119115	NZ_AXNK01000073.1	14318	14806	+	489	1959
gene-T240_RS0119120	NZ_AXNK01000073.1	14893	15900	+	1008	1959
gene-T240_RS0119125	NZ_AXNK01000073.1	15934	16146	+	213	476
gene-T240_RS0119130	NZ_AXNK01000073.1	16272	17141	+	870	3609
gene-T240_RS0119135	NZ_AXNK01000073.1	17382	18014	+	633	10956
gene-T240_RS0119140	NZ_AXNK01000073.1	18171	18962	-	792	1279
gene-T240_RS0119145	NZ_AXNK01000073.1	19205	20662	-	1458	2233
gene-T240_RS0119150	NZ_AXNK01000073.1	20691	21710	-	1020	3547
gene-T240_RS0119155	NZ_AXNK01000073.1	21820	23031	-	1212	9590
gene-T240_RS0119160	NZ_AXNK01000073.1	23393	23980	-	588	700
gene-T240_RS0119165	NZ_AXNK01000073.1	24158	27112	-	2955	442
gene-T240_RS0119170	NZ_AXNK01000073.1	27648	28022	+	375	39
gene-T240_RS0119175	NZ_AXNK01000073.1	28087	29103	-	1017	7482
gene-T240_RS0119180	NZ_AXNK01000073.1	29219	29905	-	687	1155
gene-T240_RS0119185	NZ_AXNK01000073.1	30008	30751	-	744	2968
gene-T240_RS0119190	NZ_AXNK01000073.1	30814	33321	-	2508	10487
gene-T240_RS0119195	NZ_AXNK01000073.1	33437	33862	-	426	249
gene-T240_RS0119200	NZ_AXNK01000073.1	34021	35205	+	1185	132
gene-T240_RS0119205	NZ_AXNK01000073.1	35288	35923	-	636	593
gene-T240_RS0119210	NZ_AXNK01000073.1	36153	37469	-	1317	52840
gene-T240_RS0119215	NZ_AXNK01000073.1	37643	37828	+	186	120
gene-T240_RS0119220	NZ_AXNK01000073.1	37913	38893	-	981	2718
gene-T240_RS0119225	NZ_AXNK01000073.1	38896	40098	-	1203	5705
gene-T240_RS0119230	NZ_AXNK01000073.1	40144	41433	-	1290	1786
gene-T240_RS0119235	NZ_AXNK01000073.1	41472	41735	-	264	944
gene-T240_RS0119240	NZ_AXNK01000073.1	41929	42861	-	933	4186
gene-T240_RS0119245	NZ_AXNK01000073.1	42858	44867	-	2010	1893
gene-T240_RS0119250	NZ_AXNK01000073.1	44890	46605	-	1716	1551
gene-T240_RS0119255	NZ_AXNK01000073.1	46599	47063	-	465	469
gene-T240_RS0119260	NZ_AXNK01000073.1	47428	48555	+	1128	655
gene-T240_RS0119275	NZ_AXNK01000075.1	7	91	+	85	24
gene-T240_RS0119280	NZ_AXNK01000075.1	569	1441	-	873	35465
gene-T240_RS0119285	NZ_AXNK01000075.1	1731	2321	+	591	2549
gene-T240_RS0119290	NZ_AXNK01000075.1	2339	4213	+	1875	1817
gene-T240_RS0119295	NZ_AXNK01000075.1	4342	5274	+	933	184
gene-T240_RS26760	NZ_AXNK01000075.1	5267	5455	-	189	15
gene-T240_RS0119305	NZ_AXNK01000075.1	5600	7042	-	1443	472
gene-T240_RS0119310	NZ_AXNK01000075.1	7027	8016	-	990	1288
gene-T240_RS0119315	NZ_AXNK01000075.1	8143	9009	-	867	3193
gene-T240_RS0119320	NZ_AXNK01000075.1	9036	9830	-	795	388
gene-T240_RS0119325	NZ_AXNK01000075.1	9817	11532	-	1716	3516
gene-T240_RS0119330	NZ_AXNK01000075.1	11529	12836	-	1308	2781
gene-T240_RS0119335	NZ_AXNK01000075.1	13053	14267	+	1215	2405
gene-T240_RS0119340	NZ_AXNK01000075.1	14358	14942	+	585	663
gene-T240_RS0119345	NZ_AXNK01000075.1	14955	16289	+	1335	979
gene-T240_RS0119350	NZ_AXNK01000075.1	16299	16913	-	615	209
gene-T240_RS0119355	NZ_AXNK01000075.1	16917	17468	+	552	143
gene-T240_RS0119360	NZ_AXNK01000075.1	17559	17843	-	285	52
gene-T240_RS0119365	NZ_AXNK01000075.1	17994	19853	-	1860	6272
gene-T240_RS0119370	NZ_AXNK01000075.1	20053	20325	-	273	360
gene-T240_RS0119375	NZ_AXNK01000075.1	20518	22869	-	2352	5258
gene-T240_RS0119380	NZ_AXNK01000075.1	23001	24281	-	1281	19543
gene-T240_RS0119385	NZ_AXNK01000075.1	24353	24979	-	627	2456
gene-T240_RS0119390	NZ_AXNK01000075.1	25085	26389	-	1305	8047
gene-T240_RS26765	NZ_AXNK01000075.1	26683	26868	-	186	28
gene-T240_RS0119400	NZ_AXNK01000075.1	26915	28717	+	1803	862
gene-T240_RS0119405	NZ_AXNK01000075.1	28722	30059	+	1338	755
gene-T240_RS26770	NZ_AXNK01000075.1	30136	30318	+	183	67
gene-T240_RS0119415	NZ_AXNK01000075.1	30366	31727	-	1362	10327
gene-T240_RS0119420	NZ_AXNK01000075.1	31731	32405	-	675	13996
gene-T240_RS0119425	NZ_AXNK01000075.1	32495	33493	-	999	83614
gene-T240_RS0119430	NZ_AXNK01000075.1	33690	35159	-	1470	921
gene-T240_RS0119435	NZ_AXNK01000075.1	35338	36150	-	813	162
gene-T240_RS0119440	NZ_AXNK01000075.1	36326	39310	-	2985	725
gene-T240_RS0119445	NZ_AXNK01000075.1	39606	40973	-	1368	414
gene-T240_RS0119450	NZ_AXNK01000075.1	40970	41632	-	663	955
gene-T240_RS0119455	NZ_AXNK01000075.1	41884	43119	-	1236	1195
gene-T240_RS0119460	NZ_AXNK01000075.1	43304	44656	+	1353	555
gene-T240_RS0119465	NZ_AXNK01000075.1	44646	45386	-	741	152
gene-T240_RS0119470	NZ_AXNK01000075.1	45581	46825	-	1245	248
gene-T240_RS0119475	NZ_AXNK01000075.1	46834	47919	-	1086	552
gene-T240_RS0119480	NZ_AXNK01000075.1	47930	48328	-	399	112
gene-T240_RS0119485	NZ_AXNK01000075.1	48405	49133	+	729	1824
gene-T240_RS0119490	NZ_AXNK01000075.1	49130	49897	+	768	357
gene-T240_RS0119495	NZ_AXNK01000075.1	49911	50171	+	261	199
gene-T240_RS0119500	NZ_AXNK01000075.1	50187	50444	+	258	312
gene-T240_RS0119505	NZ_AXNK01000075.1	50444	51004	+	561	421
gene-T240_RS0119510	NZ_AXNK01000075.1	51009	52409	+	1401	999
gene-T240_RS0119515	NZ_AXNK01000075.1	52420	52788	+	369	127
gene-T240_RS0119520	NZ_AXNK01000075.1	52781	54487	+	1707	880
gene-T240_RS0119525	NZ_AXNK01000075.1	54471	56024	+	1554	621
gene-T240_RS0119530	NZ_AXNK01000075.1	56024	56470	+	447	134
gene-T240_RS0119535	NZ_AXNK01000075.1	56470	57090	+	621	164
gene-T240_RS0119540	NZ_AXNK01000075.1	57062	59404	+	2343	664
gene-T240_RS0119545	NZ_AXNK01000075.1	59401	60012	+	612	225
gene-T240_RS0119550	NZ_AXNK01000075.1	60033	61220	+	1188	2142
gene-T240_RS0119555	NZ_AXNK01000075.1	61213	61677	+	465	261
gene-T240_RS0119560	NZ_AXNK01000075.1	61674	62399	+	726	597
gene-T240_RS0119565	NZ_AXNK01000075.1	62396	63619	+	1224	547
gene-T240_RS0119570	NZ_AXNK01000075.1	63715	65406	-	1692	1046
gene-T240_RS0119575	NZ_AXNK01000075.1	65571	65647	-	77	7
gene-T240_RS0119580	NZ_AXNK01000075.1	65851	66711	+	861	7162
gene-T240_RS0119585	NZ_AXNK01000075.1	66780	67979	-	1200	184
gene-T240_RS0119590	NZ_AXNK01000075.1	68285	69229	-	945	329
gene-T240_RS0119595	NZ_AXNK01000075.1	69304	70275	-	972	3533
gene-T240_RS0119600	NZ_AXNK01000075.1	70320	70604	-	285	1846
gene-T240_RS0119605	NZ_AXNK01000075.1	70802	71464	+	663	2819
gene-T240_RS0119610	NZ_AXNK01000075.1	71482	72294	+	813	1994
gene-T240_RS0119615	NZ_AXNK01000075.1	72297	72560	+	264	476
gene-T240_RS0119620	NZ_AXNK01000075.1	72648	73766	-	1119	1864
gene-T240_RS0119625	NZ_AXNK01000075.1	73846	75537	-	1692	8631
gene-T240_RS0119630	NZ_AXNK01000075.1	75644	76498	-	855	457
gene-T240_RS0119635	NZ_AXNK01000075.1	76504	77061	-	558	1360
gene-T240_RS0119640	NZ_AXNK01000075.1	77101	77406	-	306	106
gene-T240_RS0119645	NZ_AXNK01000075.1	77458	78159	-	702	2328
gene-T240_RS0119650	NZ_AXNK01000075.1	78216	80126	-	1911	3149
gene-T240_RS0119655	NZ_AXNK01000075.1	80344	81177	+	834	1838
gene-T240_RS0119660	NZ_AXNK01000075.1	81251	81850	-	600	42
gene-T240_RS0119670	NZ_AXNK01000075.1	82071	83804	+	1734	9850
gene-T240_RS0119675	NZ_AXNK01000075.1	83930	84358	+	429	167
gene-T240_RS0119680	NZ_AXNK01000075.1	84477	84707	-	231	42
gene-T240_RS0119685	NZ_AXNK01000075.1	84704	86980	-	2277	1663
gene-T240_RS0119690	NZ_AXNK01000075.1	86980	87207	-	228	12
gene-T240_RS0119700	NZ_AXNK01000075.1	88089	91460	-	3372	657
gene-T240_RS0119705	NZ_AXNK01000075.1	91671	92549	-	879	1225
gene-T240_RS0119710	NZ_AXNK01000075.1	92628	93416	+	789	1449
gene-T240_RS0119715	NZ_AXNK01000075.1	93409	94194	+	786	454
gene-T240_RS0119720	NZ_AXNK01000075.1	94332	95204	-	873	2598
gene-T240_RS0119725	NZ_AXNK01000075.1	95204	96370	-	1167	5346
gene-T240_RS0119730	NZ_AXNK01000075.1	96565	97770	-	1206	2738
gene-T240_RS0119735	NZ_AXNK01000075.1	97799	100624	-	2826	6777
gene-T240_RS0119740	NZ_AXNK01000075.1	100794	101504	-	711	1736
gene-T240_RS0119745	NZ_AXNK01000075.1	101519	103285	-	1767	13440
gene-T240_RS0119750	NZ_AXNK01000075.1	103286	103630	-	345	4547
gene-T240_RS0119755	NZ_AXNK01000075.1	103624	104016	-	393	6132
gene-T240_RS0119760	NZ_AXNK01000075.1	104412	105701	+	1290	42931
gene-T240_RS0119765	NZ_AXNK01000075.1	105783	106541	-	759	312
gene-T240_RS0119770	NZ_AXNK01000075.1	106679	107449	+	771	521
gene-T240_RS0119775	NZ_AXNK01000075.1	107514	109160	-	1647	11010
gene-T240_RS0119780	NZ_AXNK01000075.1	109255	109797	-	543	1772
gene-T240_RS0119785	NZ_AXNK01000075.1	109890	110657	+	768	1075
